Line	Reads	Reads_after_fastp	Reads_final	Coverage	percentage_after_fastp	percentage_final
CA1100L38CeMee	37132562	36989902	20626604	21.1922	99.6158088957072	55.5485613947134
CA1100L39CeMee	34981488	34786066	5447898	5.59234	99.4413559537547	15.5736599883916
CA1100L3CeMee	30502436	30394802	22359813	22.8265	99.6471298226804	73.3050075082528
CA1100L40CeMee	36540378	36398878	32890106	37.9838	99.6127571531964	90.0103058594522
CA1100L41CeMee	31414724	31232514	9565832	9.72787	99.4199853546382	30.4501545198996
CA1100L44CeMee	NA	NA	20782097	20.9986	NA	NA
CA1100L45CeMee	40587446	40290050	7973922	7.45033	99.2672709684665	19.6462768315109
CA1100L50CeMee	54740410	54508042	42338863	43.3071	99.5755092079142	77.3448043228028
CA1100L52CeMee	33281434	33030596	19013313	19.5612	99.2463125236731	57.1288875353147
CA1100L53CeMee	36455854	36284706	13882653	14.6403	99.5305335598502	38.0807236061457
CA1100L55CeMee	36759776	36526696	5001166	5.29318	99.3659373767675	13.6049958519878
CA1100L59CeMee	37018090	36785902	6272777	6.59527	99.372771528731	16.9451665388463
CA1100L60CeMee	41092366	40787442	7647704	6.99643	99.2579546283609	18.6110091592195
CA1100L62CeMee	43844938	43523114	5261259	5.86863	99.265995084769	11.9996953810267
CA1100L65CeMee	32952386	32787482	23357901	23.6872	99.4995688627828	70.8837927547948
CA1100L67CeMee	52702250	52323156	3763187	4.78973	99.2806872571854	7.1404674373485
CA1100L6CeMee	61470944	61262498	53849603	54.7973	99.6609032065621	87.6017179758944
CA1100L71CeMee	31649678	31213008	7952471	7.23135	98.6203019190274	25.1265463111505
CA1100L73CeMee	58042104	57833078	49941669	50.856	99.6398717730839	86.0438639509002
CA1100L76CeMee	37529636	37355222	11381301	10.8624	99.5352632783329	30.3261694304736
CA1100L77CeMee	10568664	10550446	9268620	9.53203	99.8276224885189	87.6990696269652
CA1100L80CeMee	31593096	31433276	24059642	24.5785	99.4941299833356	76.154745960953
CA1100L83CeMee	36395884	36210904	25049087	25.5711	99.4917557161134	68.8239554780425
CA1100L84CeMee	55846530	55519600	15228885	15.5773	99.4145920973067	27.2691696332789
CA1100L86CeMee	36205874	36069992	28710723	29.4464	99.6246962578503	79.2985221127378
CA1100L87CeMee	33107428	32935086	21771039	22.2909	99.4794461230875	65.758774737802
CA1100L8CeMee	35936196	35761326	21966248	22.5706	99.5133875605532	61.1256906546258
CA1100L95CeMee	36446082	36276932	22742643	23.3301	99.5358897562706	62.4007897474412
CA1100L97CeMee	38018100	37814826	7432939	8.48452	99.4653230961042	19.5510533140793
CA150L11CeMee	36854536	36731110	26147903	26.8577	99.6650995687478	70.9489409933149
CA150L12CeMee	4713756	4491378	2791295	4.55625	95.2823608179974	59.2159415973165
CA150L17CeMee	4721736	4501858	3106066	4.98199	95.3432805222486	65.7822885481103
CA150L19CeMee	3615042	3554730	3038507	5.13772	98.3316376407245	84.0517758853148
CA150L20CeMee	37317998	37244832	33383588	34.2513	99.8039391073444	89.4570710893977
CA150L25CeMee	33131614	33020590	25810978	26.3996	99.6649001162455	77.9043785793231
CA150L30CeMee	32564138	32495376	26989206	27.6779	99.7888413321427	82.8801487083736
CA150L37CeMee	38290004	38187160	34476595	35.3877	99.7314077063037	90.0407192435916
CA150L38CeMee	33234154	33155280	21918148	22.5226	99.7626718585946	65.9506723113818
CA150L4CeMee	36756224	36623156	28240534	28.8572	99.6379715174225	76.8319781705542
CA150L50CeMee	36628304	36486134	25852649	26.474	99.6118575405512	70.5810703110906
CA150L6CeMee	32921600	32745488	26259887	26.9804	99.4650563763608	79.7649172579705
CA150L9CeMee	36920024	36800090	31692098	32.4777	99.6751518904755	85.8398629426676
CA2100L103CeMee	57901454	57701704	45818607	46.732	99.6550172988747	79.1320490846396
CA2100L106CeMee	62525492	62375074	54231000	55.4563	99.7594293220436	86.7342235387768
CA2100L109CeMee	32682138	32583588	27078761	27.642	99.6984591399743	82.8549252193966
CA2100L10CeMee	29478586	29366914	18348816	18.8697	99.6211758596562	62.244559491422
CA2100L115CeMee	58655306	58446954	48366346	49.5025	99.6447857590241	82.4586031483665
CA2100L119CeMee	32867898	32767606	25557578	25.9195	99.6948633587703	77.758480326305
CA2100L11CeMee	33732978	33658616	24532302	25.1632	99.7795569664795	72.7249814706546
CA2100L120CeMee	33260092	33162634	22693852	23.3309	99.7069821695021	68.2314769303705
CA2100L15CeMee	11231352	11182498	9329547	9.61511	99.5650212013656	83.0669985234191
CA2100L16CeMee	30220880	30149946	20385797	20.9071	99.7652814875014	67.4560006194393
CA2100L17CeMee	33760720	33654324	14700470	15.0748	99.6848526927151	43.5431175638434
CA2100L18CeMee	23258220	23198604	20923587	24.3483	99.7436777191032	89.9621166194146
CA2100L19CeMee	31078850	30997210	26971539	27.478	99.7373133175777	86.7842246415167
CA2100L20CeMee	33713030	33652708	22758717	23.3269	99.821072149255	67.5071834243318
CA2100L23CeMee	36803892	36437200	5923483	6.21379	99.0036597216403	16.0947190041749
CA2100L2CeMee	20937494	20849692	18416129	36.5271	99.5806470440063	87.9576562505522
CA2100L30CeMee	36365410	36107984	4956756	5.55039	99.2921130271871	13.6304141765485
CA2100L31CeMee	55026472	54792840	8007111	8.04748	99.5754189001977	14.5513799249205
CA2100L32CeMee	52574244	52258256	18921659	18.4722	99.3989680574389	35.9903587011161
CA2100L33CeMee	61179104	60985554	46606631	47.6014	99.6836338106554	76.1806367742816
CA2100L35CeMee	36758080	36611468	30759131	31.4781	99.6011434764819	83.6799174494424
CA2100L36CeMee	50911886	50722788	32028778	32.7067	99.6285778924002	62.9102170758318
CA2100L38CeMee	36333830	36111140	16602792	16.9094	99.3871001212919	45.6951331582715
CA2100L41CeMee	68290694	68043904	12692768	13.2266	99.6386184038487	18.586380158913
CA2100L42CeMee	56490026	56234762	11631758	11.9692	99.5481255398962	20.5908172178926
CA2100L43CeMee	36524182	36365908	28641323	29.3266	99.566659699593	78.4174249268608
CA2100L44CeMee	36511992	36361166	29721953	30.4749	99.5869138008137	81.4032633442733
CA2100L46CeMee	32811554	32731584	23385793	24.0133	99.7562748780506	71.2730430262462
CA2100L47CeMee	47187844	46909472	2886399	3.57348	99.41007688336	6.11682746090285
CA2100L49CeMee	57016418	56749826	22362787	22.7929	99.532429413577	39.2216624341431
CA2100L52CeMee	36510814	36261938	14004971	14.3753	99.3183499003884	38.3584189604757
CA2100L5CeMee	84469004	84268144	57573883	58.8322	99.7622086321747	68.1597749157786
CA2100L69CeMee	30171206	29955344	3726554	4.17635	99.2845430176043	12.3513591070904
CA2100L6CeMee	31767842	31548156	7256294	7.53975	99.3084642009992	22.8416333725155
CA2100L77CeMee	36609224	36406716	23281383	23.8909	99.4468388622496	63.594308909689
CA2100L7CeMee	29755054	29686588	21171426	21.7149	99.7699012745868	71.1523696108903
CA2100L81CeMee	54946630	54730052	5808799	6.45127	99.6058393390095	10.5717111313287
CA2100L82CeMee	61546808	61352564	52106357	53.4179	99.6843963053291	84.6613475064377
CA2100L87CeMee	36776366	36625676	32383168	33.1375	99.5902531533431	88.0542900840176
CA2100L88CeMee	37338868	37236814	30798014	31.4129	99.7266815908827	82.4824523335844
CA2100L89CeMee	52051756	51797678	38001339	38.2746	99.5118742968057	73.0068338136373
CA2100L90CeMee	32207554	32130412	20269090	20.7916	99.7604847608111	62.9327206903076
CA2100L96CeMee	21996412	21943498	20120142	26.3271	99.7594425854544	91.4701088522983
CA2100L99CeMee	32288230	32169668	23920741	24.5284	99.6328011786338	74.085017977139
CA250L15CeMee	4691282	4510420	3862212	6.09642	96.1447212084032	82.327432032438
CA250L18CeMee	4488108	4295386	2554993	4.27082	95.705941122629	56.9280641196691
CA250L1CeMee	4691710	4537928	3887421	6.11119	96.7222611798257	82.8572311587886
CA250L25CeMee	38418998	38319526	34395589	35.2615	99.741086428126	89.5275535296366
CA250L26CeMee	36568570	36400342	9917079	10.1836	99.5399656043427	27.119132632203
CA250L2CeMee	3394236	3341152	3213950	5.27604	98.4360545348055	94.6884659758485
CA250L33CeMee	33201528	33039352	25553343	26.2212	99.5115405531938	76.964358387361
CA250L36CeMee	30966134	30789596	24148743	24.6892	99.4298997737335	77.9843651131911
CA250L38CeMee	25277524	25147946	12839461	13.1471	99.4873785897701	50.7939820371647
CA250L49CeMee	36906570	36774254	32833278	33.6026	99.6414838875571	88.9632333755209
CA250L4CeMee	35902912	35809566	30277553	30.9946	99.7400043762467	84.3317472410037
CA250L51CeMee	36674510	36537372	33234554	34.0666	99.6260672603397	90.6203082195236
CA250L7CeMee	36538378	36405926	25401839	26.1196	99.6374989606818	69.5209814732334
CA3100L100CeMee	11570532	11531152	10816014	26.2884	99.6596526417281	93.4789688149171
CA3100L101CeMee	23537332	23499554	21379515	23.0057	99.8394975267375	90.8323636680657
CA3100L102CeMee	34280692	34181648	27069277	27.4507	99.711079344606	78.9636247716353
CA3100L103CeMee	36474918	36331174	21332312	21.9063	99.6059100119156	58.4848799385923
CA3100L106CeMee	33910452	33784246	27297747	27.961	99.627825662719	80.4995079393221
CA3100L107CeMee	33662604	33539688	28151151	28.4699	99.6348589075284	83.6273717862112
CA3100L108CeMee	33884310	33696312	27443771	27.8257	99.4451768384836	80.9925626344464
CA3100L109CeMee	33919044	33758084	26190536	26.541	99.5254583236485	77.2148413145135
CA3100L110CeMee	49120654	48887814	17045258	17.6059	99.5259835099101	34.7007961253936
CA3100L112CeMee	46372900	46141330	21577256	22.3562	99.5006350691891	46.5298827547986
CA3100L115CeMee	53965488	53739328	33270750	33.7609	99.5809173448038	61.6519024158551
CA3100L117CeMee	33922506	33772918	22707212	23.1749	99.559030220232	66.9384862073574
CA3100L119CeMee	33814300	33693634	27155789	27.78	99.6431509745877	80.3085942929471
CA3100L11CeMee	29714374	29622180	27429988	29.8359	99.6897326526213	92.3121853416801
CA3100L120CeMee	68157644	67925364	59060265	60.331	99.6592018350869	86.652445028763
CA3100L14CeMee	19943246	19845746	9313075	9.76967	99.5111126844647	46.6978896013217
CA3100L19CeMee	54641510	54455560	35488330	35.7972	99.659690956564	64.9475645896316
CA3100L26CeMee	34062402	33871602	21853463	22.252	99.4398515994262	64.1571401805428
CA3100L28CeMee	33699866	33616690	28939588	29.2909	99.7531859622231	85.8744898273483
CA3100L29CeMee	37498370	37413648	31467798	31.8602	99.7740648460186	83.9177756259805
CA3100L2CeMee	55887762	55638948	7758926	8.42356	99.5547969875766	13.8830501031693
CA3100L30CeMee	37006016	36906938	29763908	30.0953	99.7322651538604	80.4299171248264
CA3100L31CeMee	37037768	36942938	31063602	31.6635	99.7439640531255	83.8700701402957
CA3100L32CeMee	37040352	36963492	31851895	32.2613	99.7924965723868	85.9924198344551
CA3100L33CeMee	33537760	33433098	24191333	24.5896	99.6879278759225	72.1316301386855
CA3100L36CeMee	36965606	36876980	30887109	31.3399	99.7602474040328	83.5563442406436
CA3100L37CeMee	36234718	36124792	29983229	30.4279	99.6966279687895	82.7472398156928
CA3100L39CeMee	65816732	65575210	55604861	56.0305	99.633038601795	84.4843846090687
CA3100L3CeMee	34060790	33918896	20530031	20.7961	99.5834095451104	60.27467654156
CA3100L40CeMee	48023614	47845892	39890297	40.3111	99.6299278933901	83.0639214283207
CA3100L44CeMee	34393768	34281860	22262464	22.5904	99.6746271010492	64.7281914560801
CA3100L45CeMee	34335728	34219432	20269510	20.6731	99.6612974100913	59.0332903382739
CA3100L48CeMee	52670580	52478092	44725799	45.7328	99.6345436104938	84.9160935763381
CA3100L4CeMee	33952688	33834358	27805490	28.3608	99.6514856202254	81.8948119807186
CA3100L54CeMee	55318918	55084694	35329811	35.878	99.576593309363	63.8656941916326
CA3100L59CeMee	61974946	61762062	54085825	55.2546	99.656499902396	87.2704673272325
CA3100L5CeMee	49952948	49768422	36590578	36.8676	99.6306003801818	73.2500872621171
CA3100L63CeMee	44342434	44176032	6114156	6.40646	99.6247341767482	13.7884988451468
CA3100L69CeMee	56593880	56402042	48873434	49.3966	99.6610269520309	86.358160988432
CA3100L74CeMee	12863876	12830622	11921721	49.15	99.7414931549402	92.6759632944223
CA3100L7CeMee	33895120	33726378	21513640	21.8914	99.5021643233598	63.4712017541168
CA3100L83CeMee	30354956	30271014	25471710	25.9122	99.7234652555583	83.9128542963462
CA3100L84CeMee	53690190	53469004	31980919	32.3876	99.5880327486269	59.5656655340575
CA3100L85CeMee	59188702	58961078	48029275	48.5462	99.6154266062466	81.1460183735741
CA3100L86CeMee	52279984	52083026	43542831	44.097	99.6232630828655	83.287766499699
CA3100L92CeMee	53097258	52887910	42764460	43.214	99.6057272863318	80.5398651659187
CA3100L96CeMee	32122964	31993070	14937095	15.215	99.5956350727785	46.4997408084758
CA3100L97CeMee	53340638	53166036	45314482	46.2977	99.6726660824717	84.9530183722212
CA3100L98CeMee	32125552	31981016	19856901	20.1512	99.5500902210178	61.8103029015657
CA3100L99CeMee	32120042	32006640	20762081	21.141	99.6469431764753	64.6390219539563
CA350L12CeMee	4690898	4501540	4003923	6.27734	95.9632889054505	85.3551494831054
CA350L14CeMee	4711222	4498164	4017784	6.2739	95.4776488987358	85.2811436183648
CA350L15CeMee	4703284	4478052	3610385	5.68056	95.211175850746	76.7630659768791
CA350L24CeMee	36821224	36698496	29072198	29.7479	99.6666922316325	78.9550016045094
CA350L25CeMee	36519858	36399200	28249311	28.8389	99.6696098873112	77.353288175436
CA350L26CeMee	36833874	36718976	31040366	31.7602	99.6880643073275	84.2712498826488
CA350L35CeMee	36920802	36795026	28801238	29.4981	99.6593356774861	78.008159194375
CA350L44CeMee	36495736	36371220	30508059	31.2682	99.6588204167194	83.5934888393537
CA350L48CeMee	36468266	36344318	25446571	26.0351	99.6601209391201	69.7772989809825
CA350L50CeMee	36131814	36007012	24509185	25.1023	99.6545924873852	67.8327000133456
CA350L7CeMee	26302850	26219424	24012834	29.2108	99.682825245173	91.2936582917821
GA150L56CeMee	10922126	10891200	9999511	21.9749	99.716849997885	91.5527892646542
GA250L55CeMee	36675812	36562356	26348105	26.9445	99.6906517025444	71.8405498424956
GA450L35CeMee	36629050	36509112	29669607	30.4477	99.6725604404155	81.0002088506254
EEV1401	8162920	8156422	7543381	11.5596	99.9203961327564	92.4103262067985
EEV1402	3735524	3731694	0	0	99.8974708769104	0
LR1L401	8198806	8192890	7593202	11.6667	99.9278431517955	92.6135098208203
LR1L402	8226384	8219672	7327863	11.2474	99.9184088659124	89.077570412468
LR3L100	8110508	8103920	7544848	11.5774	99.9187720423924	93.0255909987389
LR3L101	8195574	8188880	7616677	11.6412	99.9183217673344	92.9364679032854
LR3L103	8081208	8076054	7470232	11.4587	99.9362224063531	92.4395461668602
LR3L104	8287876	8282064	7701718	11.8183	99.9298734681841	92.9275244948163
LR3L105	8084202	8077426	7477729	11.434	99.9161822032651	92.4980474263261
LR3L106	8029280	8023288	7267535	11.1453	99.9253731343284	90.5129102484905
LR3L107	8140360	8133906	7525121	11.5247	99.9207160371286	92.4421155821119
LR3L108	8278886	8272958	7749517	11.8843	99.9283961634452	93.6057943061422
LR3L109	8008088	8001656	7396576	11.3372	99.9196812023045	92.3638201778002
LR3L10	8304416	8297576	7708470	11.8238	99.9176341840293	92.8237458239086
LR3L110	8163222	8156304	7535224	11.5667	99.9152540504227	92.3069836885485
LR3L111	8039034	8032112	7458554	11.4611	99.9138951272006	92.7792319325929
LR3L112	7703482	7696632	7161504	10.9834	99.9110791717304	92.9645061804519
LR3L114	7676894	7670776	7179500	11.0159	99.9203063113806	93.5208952995834
LR3L116	8020724	8014730	7463476	11.4631	99.9252685917132	93.0523977635934
LR3L118	8044250	8037666	7400130	11.3141	99.9181527177798	91.9927898809709
LR3L11	8310784	8304492	7718344	11.8494	99.9242911378758	92.871430661656
LR3L120	8173190	8165626	7613378	11.7826	99.907453515702	93.1506302924562
LR3L140	7619092	7611558	6878671	10.5221	99.9011168259945	90.2820309821695
LR3L141	7468786	7462444	6632210	10.1582	99.9150866017583	88.79903641636
LR3L14	8272956	8266164	7657273	11.7351	99.9179011709962	92.5578837842242
LR3L15	8219014	8212148	7007127	10.7294	99.9164619989697	85.2550804755899
LR3L17	4085950	4083216	0	0	99.9330877764045	0
LR3L18	8097618	8090440	7473931	11.5699	99.9113566483378	92.2978955045792
LR3L19	8083708	8077478	7537851	11.5379	99.9229314072205	93.2474428814104
LR3L1	8259874	8253236	7671870	11.7675	99.9196355779761	92.8811989141723
LR3L20	8262856	8256612	7625436	11.6661	99.9244329079437	92.2857181584672
LR3L21	8131832	8125334	6757630	10.3658	99.9200918071106	83.1009543728892
LR3L23	8272794	8266174	7705111	11.8006	99.9199786674248	93.1379531510152
LR3L25	8115592	8108964	6865894	10.5143	99.9183300491203	84.6012712319693
LR3L26	8174932	8167614	7551029	11.6203	99.9104824358172	92.3680955388987
LR3L27	8036848	8030314	7194858	11.0003	99.9186994702401	89.5233803102908
LR3L28	7509710	7503152	7023843	10.7776	99.9126730592793	93.5301496329419
LR3L29	8069620	8063974	7485576	11.4814	99.9300338801579	92.762434910194
LR3L2	8225234	8218260	7665487	11.7514	99.9152121386455	93.1947589576175
LR3L30	8147762	8141258	7534070	11.5933	99.9201743988104	92.4679685047256
LR3L333	8135470	8130168	5255371	8.20086	99.9348285962581	64.5982469359484
LR3L33	8080604	8074284	7342985	11.2528	99.9217880247566	90.8717343406508
LR3L34	8178518	8171154	7629346	11.71	99.9099592371136	93.2851893215861
LR3L35	8160356	8153624	7534641	11.5913	99.9175035991077	92.3322585436224
LR3L36	8034956	8028704	7525049	11.5433	99.922189990835	93.6538918196939
LR3L3	8220750	8214156	7403100	11.4014	99.9197883404799	90.0538272055469
LR3L40	8237288	8229648	7707195	11.8381	99.9072510272799	93.5647145031229
LR3L43	8032456	8025988	7437397	11.3839	99.9194766830967	92.591817496417
LR3L44	8183694	8176426	7609834	11.6672	99.9111892502334	92.9877632277062
LR3L45	8290652	8284048	7725657	11.8577	99.920344021194	93.1851560046182
LR3L46	8039144	8033134	7423817	11.3541	99.9252407967814	92.3458641865353
LR3L48	8046746	8040258	7501008	11.5094	99.9193711346176	93.2179044796493
LR3L49	8110912	8103990	7542937	11.5611	99.9146581790063	92.997396593626
LR3L4	8168988	8161920	7436165	11.5458	99.9134776547597	91.0292070449853
LR3L50	8038864	8031688	7482852	11.4486	99.9107336558996	93.0834505969998
LR3L51	8108166	8101264	7551078	11.566	99.9148759411191	93.129297056819
LR3L54	8171822	8164490	7335873	11.3083	99.9102770471506	89.7703474206854
LR3L55	8054454	8048940	7444396	11.399	99.9315409834112	92.4258304783912
LR3L56	8050632	8044358	7444750	11.4508	99.9220682301712	92.4741063807164
LR3L57	8073210	8066924	7491632	11.498	99.9221375388476	92.7961987858609
LR3L59	8071904	8065036	7457219	11.4355	99.9149147462606	92.3848821789754
LR3L5	3775106	3772108	0	0	99.9205850113878	0
LR3L60	8091012	8084166	7504156	11.547	99.9153875930477	92.7468158494883
LR3L62	8146206	8142138	3905668	5.99594	99.9500626426584	47.9446260013557
LR3L63	8077380	8070992	7378181	11.3017	99.9209149501447	91.343740173175
LR3L64	8116390	8110034	7578644	11.6284	99.9216893224697	93.3745667716805
LR3L65	8150658	8144138	7522349	11.5437	99.9200064583743	92.291309486915
LR3L66	8168578	8160850	7480814	11.542	99.9053935703375	91.5803705369527
LR3L68	8117742	8111846	7442675	11.4283	99.9273689654093	91.6840545067828
LR3L69	8240984	8234634	7680834	11.7939	99.9229460947867	93.2028748023294
LR3L6	8215360	8209030	7391752	11.3271	99.9229492073384	89.9747789506485
LR3L70	8094306	8087774	7552310	11.5628	99.9193012964916	93.3039843069931
LR3L71	8021002	8014528	7520314	11.5265	99.9192868920865	93.7577873687103
LR3L75	8080712	8074884	7108612	10.8858	99.9278776424652	87.9701194647204
LR3L76	8063884	8057760	7297933	11.206	99.9240564472406	90.501463066681
LR3L77	8245822	8239078	7677962	11.7486	99.9182131265991	93.1133609238715
LR3L78	8096670	8090418	7388618	11.3393	99.922783070077	91.2550221263804
LR3L79	8158312	8151960	7591936	11.639	99.9221407565683	93.0576815400049
LR3L80	8088614	8082060	7544842	11.5835	99.9189725211266	93.2773154955843
LR3L81	3764180	3760442	0	0	99.9006955034031	0
LR3L82	7821178	7814116	7160420	11.0376	99.909706696357	91.5516818566206
LR3L83	8189060	8182898	7659927	11.7559	99.9247532683849	93.5385380006985
LR3L84	8172564	8166296	7534468	11.5648	99.9233043632329	92.1922177666642
LR3L85	8152904	8145894	7592880	11.7711	99.9140183669524	93.1309874371144
LR3L87	8253600	8246972	7743887	11.8914	99.9196956479597	93.8243554327808
LR3L88	8118412	8111756	7570858	11.6081	99.9180135228417	93.2554051211
LR3L89	8025932	8018474	7518916	11.5243	99.9070762124573	93.6827772774551
LR3L90	8227336	8221614	7358567	11.2781	99.9304513636006	89.4404580048755
LR3L91	8251190	8245114	7376364	11.328	99.9263621368554	89.3975778039289
LR3L93	8144098	8136522	7547449	11.6364	99.9069755791249	92.6738479816918
LR3L94	8228386	8222554	7473028	11.6437	99.9291234028156	90.820095216729
LR3L95	8157908	8151868	7575802	11.6008	99.925961410695	92.8645186976857
LR3L96	8032844	8026972	7405555	11.3856	99.9269001115919	92.1909475647728
LR3L99	8052268	8045618	7321731	11.2361	99.9174145718945	90.9275622718966
SMR24L102	8050382	8050382	7334884	11.0662	100	91.1122478411584
SMR24L104	8047444	8047444	7408435	11.3518	100	92.0594787612067
SMR24L105	8025738	8025738	7404710	11.2815	100	92.2620449359299
SMR24L106	8296602	8296602	7689899	11.7945	100	92.6873315123469
SMR24L107	6760052	6760052	6170354	9.41003	100	91.2767239068575
SMR24L110	8052150	8052150	7307977	11.182	100	90.7580832448477
SMR24L113	8085614	8085614	7363810	11.0641	100	91.0729846861352
SMR24L114	8086964	8086964	7368036	11.2702	100	91.1100383283516
SMR24L116	8006634	8006634	7219722	10.9165	100	90.1717500762493
SMR24L117	8029744	8029744	6723074	9.95991	100	83.727127539807
SMR24L118	7967542	7967542	7138098	10.919	100	89.5897128625114
SMR24L119	8295600	8295600	7572419	11.3683	100	91.2823545011813
SMR24L121	8300276	8300276	7544812	11.492	100	90.8983267544356
SMR24L122	8023354	8023354	7389741	11.3282	100	92.102891135054
SMR24L124	8043708	8043708	7349321	11.2111	100	91.3673271083436
SMR24L125	8156544	8156544	7457738	11.4273	100	91.4325724228301
SMR24L126	8059356	8059356	7301291	11.1495	100	90.5939754987867
SMR24L127	8012602	8012602	7377741	11.2276	100	92.0767186489482
SMR24L32	8000108	8000108	7410909	11.3059	100	92.635111925989
SMR24L87	8067990	8067990	7500737	11.5028	100	92.9690914341738
SMR24L91	3256878	3256878	0	0	100	0
SMR24L92	8087958	8087958	7412589	11.1473	100	91.6496969939755
SMR24L93	4140314	4140314	0	0	100	0
SMR24L95	8043126	8043126	7317060	11.0733	100	90.9728381726209
SMR24L97	8082742	8082742	7419106	11.3141	100	91.789469464694
SMR24L98	8291944	8291944	7661916	11.72	100	92.401926496368
SMR24L99	8284362	8284362	7459540	11.3605	100	90.043626775363
SMR24L9	8077406	8077406	7400949	11.3575	100	91.6253188214137
SMR25L12	8036552	8036552	7397370	11.3074	100	92.0465642479511
SMR25L133	8276432	8276432	7608426	11.6425	100	91.9288166688254
SMR25L134	8079856	8079856	7492126	11.5003	100	92.7259842254614
SMR25L135	8049768	8049768	7457596	11.411	100	92.6436140768281
SMR25L137	8285218	8285218	7607621	11.6418	100	91.8216153153725
SMR25L138	8072138	8072138	7409942	11.3681	100	91.796522804739
SMR25L13	8302914	8302914	7656810	11.7403	100	92.2183464745028
SMR25L140	8026132	8026132	7353814	11.2388	100	91.6233872056926
SMR25L141	8077198	8077198	7510119	11.5055	100	92.9792608773488
SMR25L142	8090728	8090728	7422890	11.3974	100	91.7456377225881
SMR25L143	8069138	8069138	7451201	11.4188	100	92.341970108827
SMR25L144	8022754	8022754	7422202	11.3782	100	92.5143909435588
SMR25L146	8293146	8293146	7577345	11.632	100	91.3687640371941
SMR25L147	8265224	8265224	7530740	11.4407	100	91.1135620764785
SMR25L148	4178792	4178792	0	0	100	0
SMR25L14	7650810	7650810	7026745	10.811	100	91.8431512480378
SMR25L150	8058596	8058596	7409227	11.3623	100	91.9419089876202
SMR25L151	8004808	8004808	7315312	11.0977	100	91.3864767274868
SMR25L152	8276568	8276568	7662999	11.7066	100	92.5866736067413
SMR25L153	8242296	8242296	7548993	11.4755	100	91.5884724353505
SMR25L154	8270164	8270164	7562799	11.5276	100	91.4467838848178
SMR25L155	8054112	8054112	7372529	11.3231	100	91.5374531667799
SMR25L156	8031790	8031790	7455517	11.4564	100	92.8250987637874
SMR25L158	7132790	7132790	6638714	10.2459	100	93.073173330492
SMR25L159	8013142	8013142	7470770	11.4845	100	93.2314690042932
SMR25L15	8088458	8088458	7407700	11.3603	100	91.5835873784595
SMR25L160	8013764	8013764	7447543	11.4358	100	92.9343938753375
SMR25L164	8208312	8208312	7468212	11.4297	100	90.9835298658238
SMR25L165	8179476	8179476	7505264	11.4792	100	91.7572714926971
SMR25L166	8203984	8203984	7526032	11.5042	100	91.7363076280987
SMR25L167	8220114	8220114	7572953	11.5383	100	92.1271043199644
SMR25L168	8206802	8206802	7504174	11.4407	100	91.4384677490696
SMR25L169	7865814	7865814	7150161	10.856	100	90.9017299417454
SMR25L18	8099342	8099342	7508844	11.5104	100	92.7093089784331
SMR25L19	6339774	6339774	5880134	9.09875	100	92.7498992866307
SMR25L1	8046534	8046534	7303281	11.1947	100	90.763066433324
SMR25L20	8083896	8083896	7447167	11.4639	100	92.1234884763485
SMR25L21	8057658	8057658	7382635	11.3296	100	91.6225905840134
SMR25L24	8084716	8084716	7445622	11.4128	100	92.0950346307774
SMR25L25	8075484	8075484	7271155	11.0586	100	90.0398663411382
SMR25L26	8067728	8067728	7419671	11.3498	100	91.9672924025203
SMR25L27	7269360	7269360	6702718	10.3279	100	92.2050634443747
SMR25L31	7575122	7575122	6856827	10.4891	100	90.5177104738379
SMR25L33	8098542	8098542	7460730	11.3929	100	92.124360162607
SMR25L36	8105394	8105394	7437066	11.3771	100	91.7545279106728
SMR25L38	8291392	8291392	7588270	11.6572	100	91.5198557733129
SMR25L3	8041276	8041276	7362330	11.2634	100	91.5567380102362
SMR25L4	8050364	8050364	7395190	11.2946	100	91.8615605455853
SMR25L6	8257398	8257398	7603580	11.6744	100	92.0820335897579
SMR25L7	8102198	8102198	7487449	11.4834	100	92.4125650841907
SMR40L42	8087384	8087384	7502636	11.5031	100	92.769627360343
SMR40L44	8061186	8061186	7195992	10.9483	100	89.2671624249831
SMR40L45	8069938	8069938	7397828	11.337	100	91.6714353939274
SMR40L46	8020532	8020532	7431254	11.4139	100	92.6528813799384
SMR40L48	8086130	8086130	7481651	11.4341	100	92.524495648722
SMR40L49	8085672	8085672	7418638	11.3449	100	91.7504197548454
SMR40L51	8105718	8105718	7491963	11.4514	100	92.4281229620868
SMR40L52	8032398	8032398	7055071	10.2698	100	87.8326870755159
SMR40L63	8298234	8298234	7600087	11.5786	100	91.5868002758177
SMR40L64	8279740	8279740	7375116	10.5847	100	89.074246292758
SMR40L66	8286212	8286212	7553115	11.421	100	91.1528090278163
SMR40L68	8033704	8033704	7364132	11.2119	100	91.6654634026845
SMR40L69	8069870	8069870	7358386	11.1166	100	91.1834515301981
SMR40L70	3283592	3283592	0	0	100	0
SMR40L71	6760702	6760702	5905066	8.69516	100	87.3439770012049
SMR40L73	8283190	8283190	7590758	11.5624	100	91.6405153087156
SMR40L74	8031178	8031178	7360810	11.1486	100	91.6529306161562
SMR40L75	8021816	8021816	7254583	10.8602	100	90.4356694294658
SMR40L81	8082902	8082902	7506100	11.5048	100	92.863924367758
SMR40L82	8011086	8011086	7444934	11.3814	100	92.9328932431882
